"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","PID","START_TIME","trial","responses","view_history","x","y","actor","target_emotion"
"image-keyboard-response","1323","4327313","0.0-24.0-2.86","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1324","4328284","0.0-24.0-3.86","969.8000000119209","","deciding","","","tom-labels","","","","","2","deciding"
"html-keyboard-response","1325","4329291","0.0-24.0-0.87","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1326","4333492","0.0-24.0-1.87","","","","","","","","","","","",""
"image-keyboard-response","1327","4333997","0.0-24.0-2.87","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1328","4335893","0.0-24.0-3.87","1895.199999988079","","interested","","","tom-labels","","","","","8","interested"
"html-keyboard-response","1329","4336900","0.0-24.0-0.88","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1330","4341935","0.0-24.0-1.88","","","","","","","","","","","",""
"image-keyboard-response","1331","4342440","0.0-24.0-2.88","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1332","4343567","0.0-24.0-3.88","1126.0999999642372","","encouraging","","","tom-labels","","","","","2","encouraging"
"html-keyboard-response","1333","4344573","0.0-24.0-0.89","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1334","4348803","0.0-24.0-1.89","","","","","","","","","","","",""
"image-keyboard-response","1335","4349310","0.0-24.0-2.89","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1336","4350299","0.0-24.0-3.89","987.8000000119209","","upset","","","tom-labels","","","","","8","upset"
"html-keyboard-response","1337","4351311","0.0-24.0-0.90","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1338","4355386","0.0-24.0-1.90","","","","","","","","","","","",""
"image-keyboard-response","1339","4355890","0.0-24.0-2.90","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1340","4357829","0.0-24.0-3.90","1938","","fearful","","","tom-labels","","","","","8","fearful"
"html-keyboard-response","1341","4358836","0.0-24.0-0.91","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1342","4363753","0.0-24.0-1.91","","","","","","","","","","","",""
"image-keyboard-response","1343","4364255","0.0-24.0-2.91","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1344","4365482","0.0-24.0-3.91","1226","","satisfied","","","tom-labels","","","","","2","satisfied"
"html-keyboard-response","1345","4366489","0.0-24.0-0.92","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1346","4371388","0.0-24.0-1.92","","","","","","","","","","","",""
"image-keyboard-response","1347","4371900","0.0-24.0-2.92","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1348","4374253","0.0-24.0-3.92","2352.399999976158","","panicked","","","tom-labels","","","","","2","panicked"
"html-keyboard-response","1349","4375260","0.0-24.0-0.93","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1350","4380145","0.0-24.0-1.93","","","","","","","","","","","",""
"image-keyboard-response","1351","4380647","0.0-24.0-2.93","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1352","4381805","0.0-24.0-3.93","1156.699999988079","","grateful","","","tom-labels","","","","","2","grateful"
"html-keyboard-response","1353","4382812","0.0-24.0-0.94","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1354","4387852","0.0-24.0-1.94","","","","","","","","","","","",""
"image-keyboard-response","1355","4388355","0.0-24.0-2.94","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1356","4390018","0.0-24.0-3.94","1660.5","","regretful","","","tom-labels","","","","","2","regretful"
"html-keyboard-response","1357","4391028","0.0-24.0-0.95","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1358","4395941","0.0-24.0-1.95","","","","","","","","","","","",""
"image-keyboard-response","1359","4396455","0.0-24.0-2.95","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1360","4401495","0.0-24.0-3.95","5039.099999964237","","embarrassed","","","tom-labels","","","","","2","embarrassed"
"html-keyboard-response","1361","4402502","0.0-24.0-0.96","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1362","4407081","0.0-24.0-1.96","","","","","","","","","","","",""
"image-keyboard-response","1363","4407586","0.0-24.0-2.96","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1364","4409210","0.0-24.0-3.96","1622.5","","offended","","","tom-labels","","","","","8","offended"
"html-keyboard-response","1365","4410214","0.0-24.0-0.97","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1366","4414399","0.0-24.0-1.97","","","","","","","","","","","",""
"image-keyboard-response","1367","4414901","0.0-24.0-2.97","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1368","4416203","0.0-24.0-3.97","1301.4000000357628","","jealous","","","tom-labels","","","","","8","jealous"
"html-keyboard-response","1369","4417209","0.0-24.0-0.98","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1370","4422115","0.0-24.0-1.98","","","","","","","","","","","",""
"image-keyboard-response","1371","4422632","0.0-24.0-2.98","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1372","4424210","0.0-24.0-3.98","1576.800000011921","","curious","","","tom-labels","","","","","2","curious"
"html-keyboard-response","1373","4425216","0.0-24.0-0.99","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1374","4430523","0.0-24.0-1.99","","","","","","","","","","","",""
"image-keyboard-response","1375","4431038","0.0-24.0-2.99","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1376","4432209","0.0-24.0-3.99","1170.0999999642372","","flirtatious","","","tom-labels","","","","","2","flirtatious"
"html-keyboard-response","1377","4433214","0.0-24.0-0.100","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1378","4437528","0.0-24.0-1.100","","","","","","","","","","","",""
"image-keyboard-response","1379","4438032","0.0-24.0-2.100","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1380","4440802","0.0-24.0-3.100","2768.300000011921","","imploring","","","tom-labels","","","","","8","imploring"
"html-keyboard-response","1381","4441804","0.0-24.0-0.101","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1382","4446949","0.0-24.0-1.101","","","","","","","","","","","",""
"image-keyboard-response","1383","4447464","0.0-24.0-2.101","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1384","4448978","0.0-24.0-3.101","1512.6000000238419","","insulting","","","tom-labels","","","","","2","insulting"
"html-keyboard-response","1385","4449986","0.0-24.0-0.102","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1386","4454433","0.0-24.0-1.102","","","","","","","","","","","",""
"image-keyboard-response","1387","4454940","0.0-24.0-2.102","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1388","4455974","0.0-24.0-3.102","1032.6000000238419","","distrustful","","","tom-labels","","","","","8","distrustful"
"html-keyboard-response","1389","4456981","0.0-24.0-0.103","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1390","4461097","0.0-24.0-1.103","","","","","","","","","","","",""
"image-keyboard-response","1391","4461603","0.0-24.0-2.103","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1392","4463872","0.0-24.0-3.103","2268.199999988079","","incredulous","","","tom-labels","","","","","8","incredulous"
"html-keyboard-response","1393","4464885","0.0-24.0-0.104","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1394","4469218","0.0-24.0-1.104","","","","","","","","","","","",""
"image-keyboard-response","1395","4469719","0.0-24.0-2.104","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1396","4470630","0.0-24.0-3.104","909.1999999880791","","assertive","","","tom-labels","","","","","8","assertive"
"html-keyboard-response","1397","4471639","0.0-24.0-0.105","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1398","4475873","0.0-24.0-1.105","","","","","","","","","","","",""
"image-keyboard-response","1399","4476374","0.0-24.0-2.105","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1400","4478203","0.0-24.0-3.105","1827.7999999523163","","comforting","","","tom-labels","","","","","8","comforting"
"html-keyboard-response","1401","4479211","0.0-24.0-0.106","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1402","4483867","0.0-24.0-1.106","","","","","","","","","","","",""
"image-keyboard-response","1403","4484381","0.0-24.0-2.106","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1404","4498297","0.0-24.0-3.106","13914.399999976158","","indifferent","","","tom-labels","","","","","2","jealous"
"html-keyboard-response","1405","4499303","0.0-24.0-0.107","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1406","4504732","0.0-24.0-1.107","","","","","","","","","","","",""
"image-keyboard-response","1407","4505247","0.0-24.0-2.107","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1408","4506700","0.0-24.0-3.107","1452.5","","bewildered","","","tom-labels","","","","","2","bewildered"
"html-keyboard-response","1409","4507704","0.0-24.0-0.108","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1410","4511979","0.0-24.0-1.108","","","","","","","","","","","",""
"image-keyboard-response","1411","4512486","0.0-24.0-2.108","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1412","4513770","0.0-24.0-3.108","1283.4000000357628","","ashamed","","","tom-labels","","","","","8","ashamed"
"html-keyboard-response","1413","4514780","0.0-24.0-0.109","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1414","4519138","0.0-24.0-1.109","","","","","","","","","","","",""
"image-keyboard-response","1415","4519639","0.0-24.0-2.109","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1416","4520627","0.0-24.0-3.109","987.1000000238419","","doubtful","","","tom-labels","","","","","8","doubtful"
"html-keyboard-response","1417","4521632","0.0-24.0-0.110","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1418","4527021","0.0-24.0-1.110","","","","","","","","","","","",""
"image-keyboard-response","1419","4527531","0.0-24.0-2.110","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1420","4529342","0.0-24.0-3.110","1810.5999999642372","","flustered","","","tom-labels","","","","","2","flustered"
"html-keyboard-response","1421","4530351","0.0-24.0-0.111","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1422","4534776","0.0-24.0-1.111","","","","","","","","","","","",""
"image-keyboard-response","1423","4535278","0.0-24.0-2.111","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1424","4537274","0.0-24.0-3.111","1993.699999988079","","flirtatious","","","tom-labels","","","","","8","nervous"
"html-keyboard-response","1425","4538280","0.0-24.0-0.112","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
